'14L-5', 'ST', 28.925, 37.834999999999994, 1.3085
'9L', 'ST', 37.025, 98.47999999999999, 2.66
'C1-5', 'ST', 33.04, 133.8, 4.05
'18L-6', 'ST', 33.96, 48.54, 1.429
'18L-6', 'ST', 32.15, 38.21, 1.188
'4C1', 'ST', 26.34, 144.23, 5.477
'6C1', 'ST', 40.21, 149.28, 3.712
'9L4', 'ST', 39.08, 86.8, 2.221
'9L4', 'ST', 42.37, 89.87, 2.121
'ML6-15', 'ST', 26.96, 72.23, 2.679
